UK,Max Temp,14.8,MAY,2003
UK,Max Temp,17.7,JUN,1910
UK,Max Temp,19.3,JUL,1947
UK,Max Temp,18.8,AUG,2006
UK,Max Temp,16.6,SEP,1970
UK,Max Temp,13.0,OCT,1958
UK,Max Temp,9.0,NOV,1954
UK,Max Temp,7.3,DEC,1975
UK,Max Temp,6.66,WIN,1946
UK,Max Temp,11.64,SPR,1993
UK,Max Temp,18.48,SUM,1945
UK,Max Temp,12.76,AUT,1991
UK,Max Temp,6.5,JAN,1935
UK,Max Temp,6.9,FEB,1959
UK,Max Temp,9.0,MAR,1967
UK,Max Temp,11.4,APR,1937
UK,Max Temp,14.8,MAY,2002
UK,Max Temp,17.6,JUN,1993
UK,Max Temp,19.2,JUL,2009
UK,Max Temp,18.8,AUG,1970
UK,Max Temp,16.6,SEP,1953
UK,Max Temp,12.9,OCT,2010
UK,Max Temp,9.0,NOV,1947
UK,Max Temp,7.3,DEC,1949
UK,Max Temp,6.66,WIN,1912
UK,Max Temp,11.60,SPR,1950
UK,Max Temp,18.47,SUM,1982
UK,Max Temp,12.73,AUT,1928
UK,Max Temp,6.5,JAN,1926
UK,Max Temp,6.8,FEB,2003
UK,Max Temp,9.0,MAR,1966
UK,Max Temp,11.3,APR,2006
UK,Max Temp,14.8,MAY,1997
UK,Max Temp,17.6,JUN,1942
UK,Max Temp,19.1,JUL,1929
UK,Max Temp,18.8,AUG,1969
UK,Max Temp,16.6,SEP,1915
UK,Max Temp,12.9,OCT,1970
UK,Max Temp,8.9,NOV,2008
UK,Max Temp,7.3,DEC,1932
UK,Max Temp,6.62,WIN,1972
UK,Max Temp,11.56,SPR,1956
